tblalgemenegegevens.Naam,ID fietsenstalling,MCS_Code,MCS_Code fiets,MCS_Code fiets opmerking,tblintermodaliteitfietsenstalling.Naam,Positie,Betalend?,Toegangscontrole?,Afgesloten fietsenstalling,Type van afsluiting,Eigenaar terrein,Eigenaar derde,Kleine wegenis,Exploitant,Exploitant derde,Infrastructuur Type,spec andere type,Infrastructuur Type overkapping,spec andere overkapping,Infrastructuur opp overkapping,Infrastructuur Type verharding,spec andere verharding,Infrastructuur Opp verharding,Infrastructuur Type fietsrek,spec andere fietsrek,Bevestigingsbaar voor motos,Aantal plaatsen aan bevestigingsbaar voor motos,Infrastructuur Toestand,Plaatsen fietsen overdekt,Plaatsen fietsen openlucht,Plaatsen bakfiets overdekt,Plaatsen bakfiets openlucht,Plaatsen bromfiets overdekt,Plaatsen bromfiets openlucht,Plaatsen elektrische fiets overdekt,Plaatsen elektrische fiets openlucht,Plaatsen elektrische moto overdekt,Plaatsen elektrische moto openlucht,Plaatsen totaal,Plaatsen totaal fiets,Plaatsen totaal moto,Camerabewaking,voldoende verlichting,beheerder verlichting,weesfietsen,opmerking,schatting aantal,Mogelijkheid tot uitbreiding van de parking,Op terrein NMBS,Op terrein derden,Is er nood tot uitbreiding fietstenstallingen,Bekleding_vloer,Beperkte toegankelijkheid,Type van beperking,Aantal Ingangen,Aantal Uitgangen,Energiemeters aanwezig?,Milieu gevaarlijke installaties aanwezig?,Branddetectie aanwezig?,Lokaal van het waarschuwingsbord,Andere technische installaties,Aankondigingspaal parking aanwezig,Aankondigingspaal parking voorzien van verlichting,Aankondigingspaal parking voorzien aankonding vrij/volzet,Parkeerreglement aanwezig,Bord met tarificatie aanwezig,Signaletica op straat,Signaletica op de parking,Signaletica naar stationsgebouw of perron,Toestand uitrustingen,Type gevel,Oppervlakte beglazing,Type verlichting
Brussel-Kapellekerk,297,10010001002,,,Fietsenstalling f1,Walenplein (aan ingang station),,,0,,Stad/Gemeente,,,Stad/Gemeente,,Overdekt (luifel),,Stationsgebouw,,,Betonstraatstenen,,,Andere,Metalen Beugels,0,0,Goede staat,12,0,0,0,0,0,0,0,0,0,12,12,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Brussel-Noord,298,10250001118,,,Emplacement vélos f1,CCN côté Bruxelles,-1,-1,1,Ratelier SNCB,Tiers,CCN,Oui,Point à vélo,,Abri couvert,,Autre,CCN,,Dalles béton,,,Type SNCB,,0,0,À surveiller,165,0,0,0,0,0,0,0,0,0,165,165,0,,-1,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,0,,,,
Tour et Taxis,299,10280004008,,,Fietsenstalling f1,Charles Demeerstraat (Rondpunt),,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Nee,,,Klinkers,,,Andere,Metalen Beugels,0,0,Goede staat,0,6,0,0,0,0,0,0,0,0,6,6,0,,-1,Stadsnet,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Brussel-West,300,10280006012,,,Fietsenstalling f1,Stationsplein Ninoofsesteenweg,,,0,,Stad/Gemeente,,,Stad/Gemeente,,Overdekt (luifel),,Stationsgebouw,,,Andere,Blauwsteen tegels,,Andere,Metalen Beugels,0,0,Goede staat,0,10,0,0,0,0,0,0,0,0,10,10,0,,-1,Stadsnet,,,,,,,,,,,0,,,,,,,0,,,0,,0,,1,,,,
Brussel-Zuid,301,10960001150,,,Emplacement vélos f1,Couloir principale Fonsny,-1,0,1,omheining,SNCB,,Non,Tiers,Blue Bike,Autre,,Bâtiment de la gare,,,Autre,Carrelages,,Type SNCB,,0,0,Bon état,14,0,0,0,0,0,0,0,0,0,14,14,0,0,-1,Propre réseau,,,,,,,,,,,1,,,,,,,1,0,,1,,1,,1,,,,
Brussel-Congres,302,10010003103,,,Emplacement vélos f1,Voie publique devant Interparking,0,0,,,,,,,,À l'air libre,,,,,,,,,,0,,,0,3,0,0,0,0,0,0,0,0,3,3,0,,,,,Parking vélo en voie publique pour 3 Vélos.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brussel-Luxemburg,303,11610007011,,,Emplacement vélos f1,Entrée principale,0,0,1,Ratelier SNCB,SNCB,,Oui,Point à vélo,,Abri couvert,,Bâtiment de la gare,,,Dalles béton,,,Type SNCB,,0,0,Bon état,120,0,0,0,0,0,0,0,0,0,120,120,0,-1,-1,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,0,,,,
Brussel-Schuman,304,11610006101,,,Emplacement vélos f1,Berlaymont,,,,,Stad/Gemeente,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,0,0,0,,,0,,,,,Pas de parking SNCB. 39 arceaux pour environ 80 à 120 vélos.,,,,,,,,,,,,,,,,,,,,,0,,0,,,,
Buizingen ,305,10960012001,,,Fietsenstalling f1,Stationsplein Pallieterweidestraat,,,0,,NMBS,,,B-Parking (NMBS),,Overdekt (luifel),,Perron luifel,,,Klinkers,,,Type NMBS,,0,0,Goede staat,26,0,0,0,0,0,0,0,0,0,26,26,0,,-1,Eigen net,,,,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,
De hoek ,306,11240012001,,,Fietsenstalling f1,,,,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Delta ,307,10260012001,,,Fietsenstalling f1,Jules Cockxstraat (Naast Parking),,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Nee,,,Betonstraatstenen,,,Andere,Metalen Beugels,0,0,Goede staat,0,6,0,0,0,0,0,0,0,0,6,6,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,1,,,,
Diesdelle,308,10260016001,,,Fietsenstalling f1,Prins de Lignelaan (Pleintje),,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Nee,,,Andere,Natuursteen,,Andere,Metalen Beugels,0,0,Goede staat,0,6,0,0,0,0,1,0,0,0,7,7,0,,-1,Stadsnet,,,,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,
Etterbeek ,309,11610009059,,,Fietsenstalling f1,Sur la passerelle,0,0,0,,SNCB,,Non,,,Abri couvert,,Autre,,,Dalles béton,,,Type SNCB,,0,0,Bon état,24,0,0,0,0,0,0,0,0,0,24,24,0,-1,-1,,,,,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,
Evere ,310,10260006002,,,Fietsenstalling f1,Hendrik Concsiencelaan,,,0,,Stad/Gemeente,,Nee,Stad/Gemeente,,Openlucht,,Nee,,,Betonstraatstenen,,,Andere,,0,0,Goede staat,0,8,0,0,0,0,0,0,0,0,8,8,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Vorst-oost,311,11240003009,,,Fietsenstalling f1,Victor Rousseaulaan/Denayerlaan,,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Nee,,,Betonstraatstenen,,,Andere,Metalen Beugels,0,0,Goede staat,0,4,0,0,0,0,0,0,0,0,4,4,0,,-1,Stadsnet,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Groenendael ,312,11610016007,,,Fietsenstalling f1,Perron 1,,,0,,Infrabel,,,B-Parking (NMBS),,Openlucht,,Nee,,,Steenslag,onverhard,,Type NMBS,,0,0,Te controleren,0,18,0,0,0,0,0,0,0,0,18,18,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,1,,0,,,,
Halle ,313,10960014015,,,Fietsenstalling f1,Stationplein/vdpeereboomstraat,0,0,,,SNCB,,Non,Ville/Commune,,Overdekt (luifel),,,,,Klinkers,,,Type SNCB,,,,Goede staat,366,176,0,0,0,0,0,0,0,0,542,542,0,-1,-1,Eigen net,,330 places vélos coté Vanderpeereboomstraat et gare + 36 blue bike,,,,,,,,,,,,,,,,,0,,,,1,,,,,,
Haren ,314,10260004001,,,Fietsenstalling f1,Middelwegstraat,,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Nee,,,Klinkers,,,Andere,Metalen Beugels,0,0,Goede staat,0,6,0,0,0,0,0,0,0,0,6,6,0,,-1,Stadsnet,,,,,,,,,,,0,,,,,,,0,,,0,,1,,0,,,,
Haren-Zuid,315,10360006007,,,Fietsenstalling f1,Noendellestraat,,,0,,NMBS,,Nee,B-Parking (NMBS),,Openlucht,,Nee,,,Klinkers,,,Type NMBS,,0,0,Goede staat,0,32,0,0,0,0,0,0,0,0,32,32,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Hoeilaart ,316,11610018018,,,Fietsenstalling f1,Albert Vanlaethemstraat,,,0,,Infrabel,,,B-Parking (NMBS),,Overdekt (luifel),,Onder viaduct,,,Klinkers,,,Type NMBS,,0,0,Goede staat,18,0,0,0,0,0,0,0,0,0,18,18,0,,-1,,,,,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,
Holleken ,317,11240009001,,,Fietsenstalling f1,Perkstraat (Aan ingang Perron 2),,,0,,Infrabel,,,B-Parking (NMBS),,Openlucht,,Nee,,,Beton,,,Type NMBS,,0,0,Te controleren,0,12,0,0,0,0,0,0,0,0,12,12,0,,-1,,,,,,,,,,,,,,,,,,,0,,,0,,1,,0,,,,
Huizingen ,318,10260025006,,,Fietsenstalling f1,A. Vaucampslaan,,,0,,NMBS,,,Stad/Gemeente,,Openlucht,,Nee,,,Klinkers,,,Wielklemmen laag,,0,0,Te controleren,0,8,0,0,0,0,0,0,0,0,8,8,0,,-1,Stadsnet,,,,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,
Jette ,319,10500005015,,,Fietsenstalling f1,Naast het station gebouw,0,0,0,Ratelier SNCB,NMBS,,,Ville/Commune,,Abri couvert,,Autre,Auvent de la gare,,Klinkers,,,Type SNCB,,0,0,À surveiller,100,0,0,0,0,0,0,0,0,0,100,100,0,0,-1,,,,,,,,,,,,,,,,,,,0,,,0,,0,,1,,,,
Lembeek ,320,10960016011,,,Fietsenstalling f1,Aan ingang Stationstraat,,,0,,Infrabel,,,B-Parking (NMBS),,Overdekt (luifel),,Volle platen,Profielplaten Joris-Ide,,Klinkers,,,Type NMBS,,0,0,Goede staat,10,0,0,0,0,0,0,0,0,0,10,10,0,,-1,,,,,,,,,,,,,,,,,,,0,,,0,,1,,0,,,,
Linkebeek ,321,11240008002,,,Fietsenstalling f1,Maassquare,,,1,muur - omheining,Infrabel,,,B-Parking (NMBS),,Openlucht,,Nee,,,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,0,20,0,0,0,0,0,0,0,0,20,20,0,,-1,Eigen net,,,,,,,,,,,,,,,,,,0,,,0,,1,,0,,,,
Lot ,322,10960009002,,,Fietsenstalling f1,Aan ingang Sashoek,,,0,,NMBS,,,Stad/Gemeente,,Openlucht,,Nee,,,Klinkers,,,Andere,Aluminium Beugels,0,0,Goede staat,0,6,0,0,0,0,0,0,0,0,6,6,0,,-1,,,,,,,,,,,,,,,,,,,0,,,0,,1,,0,,,,
Meiser ,323,10260008004,,,Fietsenstalling f1,Rogierlaan,,,0,,Infrabel,,,Stad/Gemeente,,Openlucht,,Nee,,,Betonstraatstenen,,,Andere,Metalen Beugels,0,0,Goede staat,0,6,0,0,0,0,0,0,0,0,6,6,0,,-1,Stadsnet,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Merode ,324,10260010202,,,Fietsenstalling f1,Tervurenlaan,,,0,,Stad/Gemeente,,,Stad/Gemeente,,Overdekt (luifel),,Standaardtype 1 (boog),,,Andere,Blauwsteentegels,,Andere,Metalen Beugels,0,0,Goede staat,4,4,0,0,0,0,0,0,0,0,8,8,0,,-1,Stadsnet,,4 plaatsen naast luifel niet overdekt!!!,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Moensberg ,325,10260019011,,,Fietsenstalling f1,Moensbergstraat,,,0,,NMBS,,Nee,B-Parking (NMBS),,Openlucht,,Nee,,,Klinkers,,,Type NMBS,,0,0,Goede staat,0,6,0,0,0,0,0,0,0,0,6,6,0,,-1,Eigen net,,,,,,,,,,,,,,,,,,0,,,0,,1,,0,,,,
Mouterij,326,11610008001,,,Fietsenstalling f1, Mouterijstraat (Naast ingang perrons),,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Nee,,,Andere,Platines,,Andere,Metalen Beugels,0,0,Te controleren,0,4,0,0,0,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Ruisbroek ,327,10960006005,,,Fietsenstalling f1,Stationsplein (naast ingang perron1),,,0,,NMBS,,,B-Parking (NMBS),,Overdekt (luifel),,Volle platen,Profielplaten,,Beton,,,Type NMBS,verouderd model,0,0,Goede staat,30,0,0,0,0,0,0,0,0,0,30,30,0,,0,,,,,,,,,,,,,,,,,,,0,,,0,,1,,0,,,,
Schaerbeek,328,10250002041,,,Emplacement vélos f1,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simonis ,329,10280005002,,,Fietsenstalling f1,Simonisplein Wapenstilstandplaats naar Perron 1,,,0,,Infrabel,,,Stad/Gemeente,,Openlucht,,Nee,,,Andere,Natuursteen,,Andere,Metalen Beugels,0,0,Goede staat,0,20,0,0,0,0,0,0,0,0,20,20,0,,-1,Stadsnet,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Sint-Genesius-Rode,330,11240011006,,,Fietsenstalling f1,Naast Stationsgebouw (Graspleintje),,,0,,Infrabel,,,B-Parking (NMBS),,Openlucht,,Safe-Bike box,,,Beton,Gras,,Wielklemmen laag,,0,0,Te controleren,5,0,0,0,0,0,0,0,0,0,5,5,0,,,,,Deze wordt niet meer gebruikt!!!,,,,,,,,,,,,,,,,0,,,1,,0,,1,,,,
Sint-job ,331,10260017005,,,Fietsenstalling f1,Jean en Pierre Carsoelaan,,,0,,NMBS,,,Stad/Gemeente,,Openlucht,,Nee,,,Klinkers,,,Andere,Metalen Beugels,0,0,Goede staat,0,6,0,0,0,0,0,0,0,0,6,6,0,,-1,Stadsnet,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Ukkel-stalle,332,11240004007,,,Fietsenstalling f1,Perron 1,,,0,,NMBS,,,Stad/Gemeente,,Openlucht,,Nee,,,Andere,Dolemiet,,Wielklemmen + hoge stang,,0,0,Goede staat,0,8,0,0,0,0,0,0,0,0,8,8,0,,-1,Eigen net,,,,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,
Ukkel-Kalevoet,333,11240005010,,,Fietsenstalling f1,Dieweg rechtover ingang station,,,1,omheining,NMBS,,Ja,Stad/Gemeente,,Openlucht,,Nee,,,Klinkers,,,Andere,Metalen Beugels,1,1,Goede staat,0,6,0,0,0,0,0,0,0,0,6,6,0,,-1,Stadsnet,,,,,,,,,,,1,,,,,,,0,,,0,,0,,0,,,,
Vorst-Zuid,334,10960004052,,,Emplacement vélos f1,,,,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,1,,0,,,,
Watermaal,335,11610010007,,,Fietsenstalling f1,Parking Station,,,1,luifel constructie,NMBS,,,B-Parking (NMBS),,Overdekt (luifel),,Perron luifel,,,Steenslag,Dolemiet,,Type NMBS,,0,0,Goede staat,26,0,0,0,0,0,0,0,0,0,26,26,0,,-1,Eigen net,,,,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,
Arcades,336,10260014001,,,Fietsenstalling f1,Onder Brug Arcade,,,0,,Stad/Gemeente,,,B-Parking (NMBS),,Openlucht,,Onder viaduct,,,Klinkers,,,Type NMBS,,0,0,Goede staat,12,0,0,0,0,0,0,0,0,0,12,12,0,,-1,Stadsnet,,,,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,
Aarschot,337,20350092016,20350092001,,Fietsenstalling F1,F1 - Rechts naast SG,-1,0,,,NMBS,,Nee,Fietspunt,,Fietsgebouw,,Eigen overkapping,,,Betonstraatstenen,,,Type NMBS,,0,,Goede staat,100,0,0,0,0,0,0,0,0,0,100,100,0,-1,1,NMBS,,Bezetting > 90 %,,Moeilijk,,,,,,,1,1,,,,,,,-1,,-1,,1,-1,1,,,,
Alken ,338,20210021010,,,Fietsenstalling F1,F1 - Stationsstraat,0,0,,,NMBS,,Ja,Stad/Gemeente,,Overdekt,,Standaardtype 2,,,Klinkers,,,Wielklemmen + hoge stang,,0,,Te controleren,100,0,0,0,6,0,0,0,0,0,106,100,6,,1,Stadsnet,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,0,,,,,,
Antwerpen-berchem ,339,20250041748,20250041744,,Fietsenstalling F1,F1 - fietsgebouw Posthoflei-88,0,,1,Gebouw,NMBS,,,Fietspunt,Levanto,Fietsgebouw,,Fietsgebouw,,,Beton,,,Type NMBS,,0,0,Goede staat,2043,0,0,0,0,0,0,0,0,0,2043,2043,0,1,1,NMBS,,"Bezetting > 90 % en < 100 %
01/2019: 88 plaatsen voor Blue Bike",,Moeilijk,,,,,,,4,4,,,,,,1,1,,0,,-1,-1,1,,,,
Antwerpen-luchtbal ,341,20120049001,,,Fietsenstalling F1,F1 - afrit Ring,0,0,0,,NMBS,,,NMBS,,Openlucht,,,,,Klinkers,,,Type NMBS,,0,0,Te controleren,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,Stadsnet,,Bezetting < 90 % - fietsenstalling buiten (tijdelijk) gebruik,,Ja en eenvoudig,,,,,,,,,,,,,,1,0,,0,,,,,,,,
Antwerpen-noorderdokken ,342,20120052007,20120052002,zie ook 'andere gebouwen',Fietsenstalling F1,F1 - aan onderdoorgang,0,0,-1,Hek,NMBS,,,NMBS,,Overdekt (luifel),,Onderdoorgang,,,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,30,0,0,0,0,0,0,0,0,0,30,30,0,,1,Eigen net,,,,Ja en eenvoudig,,,,,,,1,1,,,,,,0,0,,0,,,,,,,,
Antwerpen-zuid ,343,20590004003,,,Fietsenstalling f1,F1 - Singel,0,0,0,,Stad/Gemeente,,Nee,Stad/Gemeente,,Openlucht,,Geen,,,Betonstraatstenen,,,Type NMBS,,0,0,Tussenkomst nodig,0,168,0,0,0,0,0,0,0,0,168,168,0,,1,Stadsnet,,Bezetting > 90 % en < 100 %,,Ja en eenvoudig,,,,,,,,,,,,,,1,0,,0,,-1,,,,,,
Balen ,344,20150060010,20150060009,,Fietsenstalling F1,F1 - Stationsstraat,0,0,,,NMBS,,,,,Overdekt,,Standaardtype 1 (boog),,,Beton,Tegels,,Type NMBS,,0,,Goede staat,140,0,0,0,0,0,0,0,0,0,140,140,0,,1,NMBS,,Bezetting < 90 %,,Moeilijk,,,,,,,,,,,,,,,,,,,,,,,,,
Begijnendijk ,345,20160033011,,,Fietsenstalling f1,F1 - op parking A1,0,0,,,NMBS,,,NMBS,,Open lucht,,,,42,,,,Type NMBS,,0,,Te controleren,0,40,0,0,0,0,0,0,0,0,40,40,0,,1,NMBS - Verlichting via het perron,,Bezetting > 90 % en < 100 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,0,,0,,,,
Beringen ,346,20150077004,20150077003,,Fietsenstalling F1,F1 - Motstraat,,,,,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),,Standaardtype 2,,,Klinkers,,,Type NMBS,,0,,Goede staat,128,0,0,0,4,0,0,0,0,0,132,128,4,,1,Stadsnet,,Bezetting < 90 %,,Ja en gemiddeld,,,,,,,,,,,,,,,,,,,,,,,,,
Berlaar ,347,20160018114,20160018113,,Fietsenstalling f1,F1 - Stationsplein,0,0,,,NMBS,,Ja,Stad/Gemeente,,Openlucht,,Standaardtype 1 (boog),,193,Klinkers,,,Type NMBS,,0,,Goede staat,176,0,0,0,0,0,0,0,0,0,176,176,0,,1,Stadsnet,,Bezetting > 90 % en < 100 %,,Ja en gemiddeld,,,,,,,,,,,,,,,,,,,,,,,,,
Beverlo ,348,20150073001,,,Fietsenstalling F1,F1 - Korspelsesteenweg,0,0,,,NMBS,,Ja,Stad/Gemeente,,Overdekt,,Standaardtype 2,,,Klinkers,,,Type NMBS,,0,,Goede staat,96,0,0,0,0,0,0,0,0,0,96,96,0,,1,NMBS - Verlichting via het perron,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,,,,,,,
Bilzen ,349,20340038020,,,Fietsenstalling F1,F1 - Zeepstraat,0,0,,,NMBS,,Ja,Stad/Gemeente,,Overdekt,,Standaardtype 2,,,Betonstraatstenen,,,Type NMBS,,0,,Goede staat,90,0,0,0,5,0,0,0,0,0,95,90,5,,1,NMBS,,Bezetting < 90 %,,Moeilijk,,,,,,,,,,,,,,,,,,,,,,,,,
Boechout ,350,20150008214,20150008213,,Fietsenstalling f1,F1 -  Frans Segersstraat,0,0,0,,NMBS,,,Stad,,Openlucht,,Standaardtype 1 (boog),,294,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,236,0,0,0,6,0,0,0,0,0,242,236,6,,1,Stadsnet,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,,,,,,,,1,1,,0,,,,,,,,
Bokrijk ,351,20211010007,20211010004,,Fietsenstalling f1,F1 - perron 1 bij parking,0,0,,,NMBS,,,NMBS,,Overdekt (luifel),,Standaardtype 2,,,Klinkers,,,Type NMBS,,0,,Goede staat,0,48,0,0,0,0,0,0,0,0,48,48,0,,1,Stadsnet,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,,,,,,,
Booischot ,352,20160030017,20160030004,,Fietsenstalling f1,F1 - Stationsplein,0,0,,,NMBS,,,,,Overdekt,,Eigen overkapping,,,,,,Type NMBS,,0,,Goede staat,72,0,0,0,0,0,0,0,0,0,72,72,0,,1,NMBS,,Bezetting > 90 % en < 100 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,,,,,,,
Boom ,353,20520033814,,,Fietsenstalling f1,F1 - Rechts van stationsgebouw,0,,0,Haag,NMBS,,,NMBS,,Overdekt,,Luifel aan gebouw,,,Klinkers,,,Type NMBS,,0,0,Goede staat,68,0,0,0,0,0,0,0,0,0,68,68,0,1,1,NMBS,,Bezetting < 90 %,,Moeilijk,,,,,,,,,,,,,,1,1,,0,,0,,,,,,
Boortmeerbeek ,354,20530047609,,,Fietsenstalling f1,F2 - in stationsgebouw,0,0,,,NMBS,,,NMBS,,Lokaal in gebouw,,Luifel aan gebouw,,140,Betonstraatstenen,,,Type NMBS,,0,,Goede staat,42,48,0,0,0,0,0,0,0,0,90,90,0,,1,NMBS,,Bezetting < 90 %,,Moeilijk,,,,,,,,,,,,,,,,,,,0,,1,,,,
Bouwel ,355,20150028011,,,Fietsenstalling f1,F1 - Dubbelzijdige fietsenstalling,0,0,0,,NMBS,,,Stad,,Overdekt,,Eigen overkapping,,,,,,Type NMBS,,0,0,Goede staat,112,0,0,0,0,0,0,0,0,0,112,112,0,,1,Stadsnet,,Bezetting > 90 % en < 100 %,,Ja en eenvoudig,,,,,,,,,,,,,,1,1,,0,,1,,,,,,
Brussels Airport - Zaventem,356,20364000002,,,Fietsenstalling f1,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buda ,357,20250008001,,,Fietsenstalling F1,F1 - Toegang perron 1,,,0,,NMBS,,,,,Openlucht,,,,,Betonstraatstenen,,,Type NMBS,,0,,,0,6,0,0,0,0,0,0,0,0,6,6,0,,-1,Eigen net,,Bezetting < 90 %,,Ja en eenvoudig,,,,,,,,,,,,,,0,0,,0,,0,,,,,,
Diegem ,358,20360008010,,,Fietsenstalling f1,F1 - Bosstraat,0,0,,,NMBS,,Ja,NMBS,,Overdekt,,Eigen overkapping,,,,,,Type NMBS,,0,,Goede staat,42,0,0,0,7,0,0,0,0,0,49,42,7,,1,NMBS,,Bezetting < 90 %,,Ja en gemiddeld,,,,,,,,,,,,,,,,,,,,,,,,,
Diepenbeek ,359,20340046005,,,Fietsenstalling F1,F1 - Spoorstraat,0,0,,,NMBS,,,NMBS,,Overdekt,,Eigen overkapping,,,Betonstraatstenen,,,Type NMBS,,0,,Te controleren,64,0,10,0,4,0,0,0,0,0,78,74,4,,1,NMBS,,Bezetting < 90 %,,Ja en gemiddeld,,,,,,,,,,,,,,,,,,,0,,,,,,
Diest ,360,20350074020,,,Fietsenstalling f1,F1 - rechts van stationsgebouw,0,0,,,NMBS,,Ja,Fietspunt,Velo,Overdekt,,Eigen overkapping,,380,Klinkers,,,Type NMBS,,0,,Goede staat,333,0,0,0,5,0,0,0,0,0,338,333,5,,1,NMBS,,Bezetting < 90 %,,Ja en gemiddeld,,,,,,,,,,,,,,,,,,,0,,,,,,
Duffel ,361,20250028818,,,Fietsenstalling f1,,,,0,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,,0,,1,,,,,,
Ekeren ,362,20120053806,,,Fietsenstalling f1,F1 - OL Vrouwstraat onder brug,0,0,0,,NMBS,,Ja,NMBS,,Overdekt,,Onder viaduct,,,Klinkers,,,Type NMBS,,0,0,Goede staat,32,92,0,0,0,0,0,0,0,0,124,124,0,,1,Stadsnet,,Bezetting < 90 %,,Moeilijk,,,,,,,1,1,,,,,,1,1,,0,,0,,,,,,
Eppegem ,363,20250013515,,,Fietsenstalling f1,F1 - kant stationsgebouw,0,0,0,,NMBS,,,NMBS,,Overdekt,,,,,,,,,,1,8,Goede staat,142,0,0,0,8,0,0,0,0,0,150,142,8,,1,NMBS,,Bezetting < 90 %,,Moeilijk,,,,,,,,,,,,,,1,1,,0,,1,,,,,,
Erps-kwerps ,364,20360018007,,,Fietsenstalling f1,F1 - Kerselarenstraat,0,0,,,NMBS,,,NMBS,,Overdekt,,Eigen overkapping,,,,,,Type NMBS,,0,,Te controleren,28,0,0,0,7,0,0,0,0,0,35,28,7,,1,Stadsnet,,Bezetting > 100 %,,Ja en eenvoudig,,,,,,,,,,,,,,,,,,,,,,,,,
Essen ,365,20120074524,,,Fietsenstalling f1,F1 - Spoorwegstraat,0,0,0,Hek,NMBS,,Ja,Stad,,Overdekt,,Eigen overkapping,,,Betonstraatstenen,,,Type NMBS,,1,3,Te controleren,171,66,0,0,0,0,0,0,0,0,237,237,0,-1,1,NMBS - Verlichting via het perron,,Bezetting > 90 % en < 100 %,,Moeilijk,,,,,,,1,1,,,,,,1,1,,0,,0,,1,,,,
Ezemaal ,366,20360054009,,,Fietsenstalling f1,F1 - Kraanbeekstraat,0,0,,,NMBS,,,NMBS,,Open lucht,,,,,,,,Type NMBS,,0,,Goede staat,0,12,0,0,0,0,0,0,0,0,12,12,0,0,1,NMBS - Verlichting via het perron,,Bezetting > 90 % en < 100 %,,Ja en eenvoudig,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,
Geel ,367,20150047001,20150047019,,Fietsenstalling f1,F1-Heistraat,0,,,,NMBS,,,NMBS,,Overdekt (luifel),Deels open fietsenstalling,Standaardtype 1 (boog),,,Klinkers,,,Type NMBS,,0,,,204,0,0,0,6,0,0,0,0,0,210,204,6,,,,,,,Moeilijk,,,,,,,,,,,,,,,,,,,,,,,,,
