tblalgemenegegevens.Naam,ID fietsenstalling,MCS_Code,MCS_Code fiets,MCS_Code fiets opmerking,tblintermodaliteitfietsenstalling.Naam,Positie,Betalend?,Toegangscontrole?,Afgesloten fietsenstalling,Type van afsluiting,Eigenaar terrein,Eigenaar derde,Kleine wegenis,Exploitant,Exploitant derde,Infrastructuur Type,spec andere type,Infrastructuur Type overkapping,spec andere overkapping,Infrastructuur opp overkapping,Infrastructuur Type verharding,spec andere verharding,Infrastructuur Opp verharding,Infrastructuur Type fietsrek,spec andere fietsrek,Bevestigingsbaar voor motos,Aantal plaatsen aan bevestigingsbaar voor motos,Infrastructuur Toestand,Plaatsen fietsen overdekt,Plaatsen fietsen openlucht,Plaatsen bakfiets overdekt,Plaatsen bakfiets openlucht,Plaatsen bromfiets overdekt,Plaatsen bromfiets openlucht,Plaatsen elektrische fiets overdekt,Plaatsen elektrische fiets openlucht,Plaatsen elektrische moto overdekt,Plaatsen elektrische moto openlucht,Plaatsen totaal,Plaatsen totaal fiets,Plaatsen totaal moto,Camerabewaking,voldoende verlichting,beheerder verlichting,weesfietsen,opmerking,schatting aantal,Mogelijkheid tot uitbreiding van de parking,Op terrein NMBS,Op terrein derden,Is er nood tot uitbreiding fietstenstallingen,Bekleding_vloer,Beperkte toegankelijkheid,Type van beperking,Aantal Ingangen,Aantal Uitgangen,Energiemeters aanwezig?,Milieu gevaarlijke installaties aanwezig?,Branddetectie aanwezig?,Lokaal van het waarschuwingsbord,Andere technische installaties,Aankondigingspaal parking aanwezig,Aankondigingspaal parking voorzien van verlichting,Aankondigingspaal parking voorzien aankonding vrij/volzet,Parkeerreglement aanwezig,Bord met tarificatie aanwezig,Signaletica op straat,Signaletica op de parking,Signaletica naar stationsgebouw of perron,Toestand uitrustingen,Type gevel,Oppervlakte beglazing,Type verlichting
Sint-Denijs-Boekel,234,30890030108,,,Fietsenstalling f2,Heufkensstraat/perron 2,0,0,0,NVT,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),,Standaardtype 1 (boog),,,Klinkers,,,type NMBS,,0,,Goede staat,45,0,0,0,0,0,0,0,0,0,45,45,0,0,1,Stadsnet,1,,5,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Sint-Gillis,235,30600030101,,,Fietsenstalling f1,Pastoor Claeysstraat,0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),,Volle platen,,,Steenslag,,,Wielklemmen laag,,0,0,Tussenkomst nodig,26,0,0,0,0,0,0,0,0,0,26,26,0,0,0,,-1,Heel laag dak,1,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Sint-Martens-Bodegem,236,30500013714,,,Fietsenstalling f1,naast ex-stationsgebouw,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,42,0,0,0,0,0,0,0,0,0,42,42,0,0,-1,,-1,2 weesslot,1,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Sint-Martens-Bodegem,237,30500013714,,,Fietsenstalling f2,aan OW op begin reizigersparking,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,Type NMBS,,0,0,Goede staat,56,0,0,0,0,0,0,0,0,0,56,56,0,0,-1,Eigen net,-1,,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Sint-Niklaas,238,30590023514,,,Fietsenstalling f1,Voor stationsgebouw,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),gedeeltelijk,Doorzichtige platen,,,Klinkers,beton en natuursteen,,Type NMBS,,0,0,Goede staat,458,626,0,0,24,0,0,0,0,0,1108,1084,24,-1,1,Stadsnet,-1,"beveiligde fietsenstalling 192 plaatsen, na sluiting contact met technische dienst OCMW, bezetting 60-70%
1euro per dag

Ze stockeren zelf de fietsen (300pl) in de Heistraat
weesfietsacties: 5 weken ipv 3",6,,0,0,0,,,,,,0,0,0,,0,0,0,0,1,0,,,,,,,
Sint-Niklaas,239,30590023514,,,Fietsenstalling f2,Noordlaan,0,0,0,NVT,Stad/Gemeente,,Nee,,,Openlucht,,,,,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,0,352,0,0,0,0,0,0,0,0,352,352,0,0,-1,Stadsnet,-1,,3,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Sint-Niklaas,240,30590023514,,,Fietsenstalling f3,Noordlaan,0,0,0,NVT,Stad/Gemeente,,Nee,,,Openlucht,,,,,Andere,Betonstraatstenen en groenzone,,type NMBS,,0,0,Goede staat,0,168,0,0,0,0,0,0,0,0,168,168,0,-1,-1,Stadsnet,1,,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Sint-Niklaas,241,30590023514,,,Fietsenstalling f4,Voor stationsgebouw,1,1,1,hekwerk gegalvaniseerd staal,NMBS,,Nee,,,Overdekt (luifel),,Doorzichtige platen,,,Klinkers,beton,,type NMBS,,0,1,Goede staat,192,0,6,0,5,0,0,0,0,0,203,198,5,-1,1,,0,,,,0,0,0,,,,2,,0,0,0,,0,0,0,0,1,0,,,,,,,
Sleidinge,242,30580017806,,,Fietsenstalling f1,langs perron 1,0,0,0,NVT,NMBS,,NVT,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Steenslag,,,Andere:,,1,8,Goede staat,94,0,0,0,4,0,0,0,0,0,98,94,4,0,1,Eigen net,-1,,4,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Temse,243,30540025603,,,Fietsenstalling f1,Naast stationsgebouw,0,0,1,mazennetwerk,NMBS,,Nee,,,Overdekt (luifel),,Standaardtype 2,,320,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,234,0,0,0,0,0,0,0,0,0,234,234,0,-1,1,Eigen net,-1,,6,,0,0,0,,,,2,,0,0,0,,0,1,0,0,0,0,,,,,,,
Terhagen,244,30890014001,,,Fietsenstalling f1,Azaleastraat,0,0,0,NVT,Stad/Gemeente,,Ja,Stad/Gemeente,,Overdekt (luifel),,Golfplaten,,,Steenslag,,,Andere,oud type met geleiders,0,0,Tussenkomst nodig,30,0,0,0,0,0,0,0,0,0,30,30,0,0,0,,0,zeer oude stalling,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Ternat,245,30500016713,,,Fietsenstalling f1,op Stationsplein,0,0,0,NVT,NMBS,,NVT,,,Andere,deels overdekt/deels openlucht,Volle platen,,,Klinkers,,,Andere,wielklemmen laag/NMBS,0,,Goede staat,116,60,0,0,0,0,0,0,0,0,176,176,0,0,1,,0,"116 wielklemmen overdekt/60 NMBS rekken open

voorlopige fietsenstalling in afwachting omvorming goederenloods",,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Tielt,247,30730029712,,,Fietsenstalling f1,Naast stationsgebouw kant overweg,0,0,0,NVT,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),metalen structuur,Volle platen,,98,Betonstraatstenen,,,Wielklemmen laag,,0,,Goede staat,90,0,0,0,0,0,0,0,0,0,90,90,0,0,1,Stadsnet,-1,Capaciteit stalling onvoldoende. Talloze fietsen staan tegen omheining van perron,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,1,0,,,,,,,
Tielt,248,30730029712,,,Fietsenstalling f2,Naast SG kant Stationsberm,0,0,0,NVT,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),Betonnen steunen met metalen profielen op de steunen,Volle platen,,155,Betonstraatstenen,,,Wielklemmen laag,,1,,Goede staat,139,0,0,0,6,0,0,0,0,0,145,139,6,0,1,,-1,stalling wordt te weinig gebruikt omdat nabijgelegen hek met toegang tot perron altijd gesloten is (vandalisme indien open).,3,,0,0,0,,,,,,0,0,0,,0,0,0,0,1,0,,,,,,,
Tollembeek,249,31230019006,,,Fietsenstalling f1,"Op parking P1, aan perron 1",0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Klinkers,,,Type NMBS,,0,4,Goede staat,36,0,0,0,0,0,0,0,0,0,36,36,0,0,1,,0,,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Torhout,250,30660023605,30660023601,/,Fietsenstalling f1,Stationsplein,0,0,-1,Andere - Houten panelen,NMBS,/,Ja,/,/,Overdekt (luifel),,Doorzichtige platen,,,Betonstraatstenen,,,Wielklemmen laag,,1,12,Goede staat,400,0,0,0,15,0,0,0,0,0,415,400,15,0,1,Stadsnet,-1,"Fietspunt Brugge, gaat om de 2 weken de woensdag de bluebikes onderhouden. Voor de rest geen onderhoud van locatie",0,,0,0,0,,,,4,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Torhout,251,30660023605,30660023604,/,Fietsenstalling f2,Kasteelstraat,0,0,,,NMBS,/,Ja,/,/,Overdekt (luifel),,Doorzichtige platen,,,Betonstraatstenen,,,Wielklemmen laag,,0,,Goede staat,146,0,0,0,0,0,0,0,0,0,146,146,0,-1,1,Stadsnet,-1,"Camerabewaking hant op onderdoorgang
Klikkaders:
- 4 x A4 in fietststalling
- 1 x A3 + 1 x A4 horizontaal aan buitenkant fietsstalling",1,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Veurne,252,30730080712,30730080710,,Fietsenstalling f1,ts ex-stationsgebouw en goederenloods,0,0,1,houten afsluiting,Stad/Gemeente,,NVT,,,Overdekt (luifel),,Doorzichtige platen,,,Betonstraatstenen,,,Wielklemmen laag,,0,0,Goede staat,60,0,0,0,0,0,0,0,0,0,60,60,0,0,-1,,-1,,3,,0,0,0,,,,1,,0,0,0,,0,0,0,0,0,0,,,,,,,
Viane-Moerbeke,253,31230024409,,,Fietsenstalling f1,Stationsplein voor SG/perron 1,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Beton,,,Type NMBS,,0,0,Goede staat,56,0,0,0,0,0,0,0,0,0,56,56,0,0,-1,,-1,,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Viane-Moerbeke,254,31230024409,,,Fietsenstalling f2,langs perron 2/tegen overweg,0,0,0,NVT,NMBS,,Nee,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Asfalt,,,Type NMBS,,0,0,Goede staat,28,0,0,0,0,0,0,0,0,0,28,28,0,0,-1,,-1,,1,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Vichte,255,30890053301,,,Fietsenstalling f1,beukenhofstraat/perron 1,0,0,0,NVT,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),,Doorzichtige platen,,,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,26,0,0,0,0,0,0,0,0,0,26,26,0,0,1,Eigen net,0,,1,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Vichte,256,30890053301,,,Fietsenstalling f2,Beukenhofstraat/perron 2,0,0,0,NVT,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),,Doorzichtige platen,,,Betonstraatstenen,,,type NMBS,,1,12,Goede staat,112,0,0,0,12,0,0,0,0,0,124,112,12,0,1,Eigen net,0,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Vijfhuizen,257,30820005003,,,Fietsenstalling f1,tegen perron 1/Gentsesteenweg,0,0,0,NVT,Infrabel,,Ja,Stad/Gemeente,,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,type NMBS,,0,,Goede staat,28,0,0,0,0,0,0,0,0,0,28,28,0,0,1,,-1,+ 4 weessloten,3,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Waarschoot,258,30580022706,,,Fietsenstalling f1,langs perron 1,0,0,0,NVT,Stad/Gemeente,,Ja,,,Overdekt (luifel),,Standaardtype 1 (boog),,,Klinkers,,,type NMBS,,1,16,Te controleren,112,0,0,0,8,0,0,0,0,0,120,112,8,-1,1,,-1,Dringend weesfietsenactie organiseren,12,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Waregem,259,30750027811,,,Fietsenstalling f1,Tegen keermuur aan personeelsparking,0,0,1,driedimensioneel hekwerk,NMBS,,Nee,,,Overdekt (luifel),,Stationsgebouw,,,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,72,0,0,0,0,0,0,0,0,0,72,72,0,0,1,,1,,0,,0,0,0,,,,2,,0,0,0,,0,2,0,0,0,0,,,,,,,
Waregem,260,30750027811,,,Fietsenstalling f2,tegen keermuur/Noorderlaan=>Gent,0,0,1,driedimensioneel hekwerk,NMBS,,Nee,,,Overdekt (luifel),,Stationsgebouw,,,Betonstraatstenen,,,Wielklemmen laag,,1,10,Goede staat,228,0,0,0,10,0,0,0,0,0,238,228,10,0,0,,1,,4,,0,0,0,,,,2,,0,0,0,,0,2,0,0,0,0,,,,,,,
Waregem,261,30750027811,,,Fietsenstalling f3,achterkant station/Boulezlaan,0,0,1,aparte fietsenstalling en standaard type 3,NMBS,,Ja,,,Overdekt (luifel),,Andere,gemengd (type 1 + fietsgebouw),,Klinkers,,,type NMBS,,1,20,Goede staat,388,0,0,0,20,0,0,0,0,0,408,388,20,-1,1,,1,"verlichting moet nog worden overgenomen, bestek moet nog in BXL worden goedgekeurd
- richting FLK: buiten: 11 lampen, binnen 20 lampen
- richting FGSP: 4 lampen",2,,0,0,0,,,,2,,0,0,0,,0,1,0,0,0,0,,,,,,,
Welle,262,30890002001,,,Fietsenstalling f1,kop perron 2,0,0,0,NVT,NMBS,,Ja,B-Parking (NMBS),,Openlucht,,,,,Klinkers,,,type NMBS,,0,0,Goede staat,0,20,0,0,0,0,0,0,0,0,20,20,0,0,0,,0,,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Wervik,263,30690017115,30690017113,,Fietsenstalling f1,naast stationsgebouw,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),,Volle platen,,145,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,80,0,0,0,0,0,0,0,0,0,80,80,0,-1,1,Eigen net,1,overkapping fietsenstalling is niet in KW,5,,0,0,0,,,,2,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Wervik,264,30690017115,30690017113,,Fietsenstalling f2,naast f1 en Molenstraat,0,0,0,NVT,NMBS,,Ja,,,Overdekt (luifel),,Standaardtype 1 (boog),,210,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,112,0,0,0,0,0,0,0,0,0,112,112,0,-1,1,Stadsnet,1,,1,,0,0,0,,,,2,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Wetteren,265,30500043312,,,Fietsenstalling f1,Aan perron 2/onderdoorgang,0,0,0,NVT,NMBS,NMBS/Stad,Ja,Stad/Gemeente,,Overdekt (luifel),,Onderdoorgang,,,Klinkers,,,type NMBS,,0,0,Goede staat,162,0,0,0,0,0,0,0,0,0,162,162,0,-1,1,Eigen net,1,,12,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Wetteren,266,30500043312,,,Fietsenstalling f2,open stalling aan perron 2,0,0,0,NVT,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),,Golfplaten,,,Steenslag,,,type NMBS,,0,0,Goede staat,0,96,0,0,0,0,0,0,0,0,96,96,0,0,1,,1,,3,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Wetteren,267,30500043312,,,Fietsenstalling f3,Helling perron 1 bij onderdoorgang,0,0,0,NVT,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),,Onderdoorgang,,,Klinkers,,,type NMBS,,0,0,Goede staat,184,0,0,0,0,0,0,0,0,0,184,184,0,0,1,Eigen net,-1,tussen hellend vlak FS3 en vaste trap SG werden extra fietsenrekken geplaatstonder toezicht van Dhr. Lenaert Tony ( toevoeging FS4 op plan voor 48 fietsen ),4,,0,0,0,,,,,,0,0,0,,0,,0,0,,0,,,,,,,
Wevelgem,268,30690006715,30690006713,,Fietsenstalling f1,kant perron 1,0,0,0,NVT,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,56,0,0,0,0,0,0,0,0,0,56,56,0,0,1,,-1,Electrische fietspomp,8,,0,0,0,,,,1,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Wevelgem,269,30690006715,/,,Fietsenstalling f2,kant perron 2,0,0,0,NVT,Stad/Gemeente,,NVT,Stad/Gemeente,,Overdekt (luifel),,Standaardtype 1 (boog),,205,Klinkers,,,type NMBS,,0,0,Goede staat,126,0,0,0,0,0,0,0,0,0,126,126,0,-1,1,,1,"Kledingcontainer van ""De Kringloopwinkel"" op de kop van de fieststalling.

Elektrische voeding vermoedelijk door stad Wevelgem.",11,,0,0,0,,,,2,,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Wichelen,270,30530002003,,,Fietsenstalling f1,Kant Spoorweglaan en perron 1,0,0,0,NVT,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),,Doorzichtige platen,,,Betonstraatstenen,,,Wielklemmen laag,,0,0,Goede staat,75,0,0,0,0,0,0,0,0,0,75,75,0,0,1,,-1,,2,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Wichelen,271,30530002003,,,Fietsenstalling f2,Kant Strijp en perron 2,0,0,0,NVT,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),,Doorzichtige platen,,,Betonstraatstenen,,,Wielklemmen laag,,0,0,Goede staat,36,0,0,0,0,0,0,0,0,0,36,36,0,0,1,,-1,,1,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Willebroek,272,30540012813,,,Fietsenstalling f1,tussen ex-stationsgebouw en parking 1,0,0,,,Stad/Gemeente,,Ja,Stad/Gemeente,,Overdekt (luifel),,Volle platen,,,Betonstraatstenen,,,Type NMBS,,0,,Goede staat,112,0,0,0,0,0,0,0,0,0,112,112,0,0,0,,0,,,,0,0,0,,,,,,0,0,0,,0,,0,0,,0,,,,,,,
Willebroek,273,30540012813,,,,Vlak naast ex-stationsgebouw,0,0,,,Infrabel,,Ja,Stad/Gemeente,,Open lucht,,,,,Andere,kasseien,,Wielklemmen laag,,0,,Goede staat,0,12,0,0,0,0,0,0,0,0,12,12,0,0,0,,1,,2,,0,0,0,,,,,,0,0,0,,0,,0,0,,0,,,,,,,
Wondelgem,274,30580012111,,,Fietsenstalling f1,naast HS post,0,0,,,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,22 x 22,,type NMBS,,1,,Goede staat,42,0,0,0,8,0,0,0,0,0,50,42,8,0,-1,,1,,3,,0,0,0,,,,,,0,0,0,,0,,0,0,,0,,,,,,,
Zandbergen,275,30900037517,,,Fietsenstalling f1,Stationsplein,0,0,0,NVT,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),,Standaardtype 1 (boog),,,Klinkers,,,type NMBS,,0,0,Goede staat,42,0,0,0,0,0,0,0,0,0,42,42,0,0,1,,1,,1,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Zedelgem,276,30660009513,30660009512,,Fietsenstalling f1,naast stationsgebouw/kop parking P1a,0,0,,,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),,Standaardtype 2,,,Betonstraatstenen,,,type NMBS,,0,,Goede staat,252,0,0,0,0,0,0,0,0,0,252,252,0,-1,1,Eigen net,1,2 vuilnisbakken Glasdan bruin met grote opening,1,,0,0,0,,,,,,0,0,0,,0,,0,0,,0,,,,,,,
Zeebrugge-Dorp,277,30511107809,30511107808,,Fietsenstalling f1,naast stationsgebouw,0,0,0,,NMBS,,Nee,B-Parking (NMBS),,Overdekt (luifel),,Standaardtype 1 (boog),,,Betonstraatstenen,,,type NMBS,,0,0,Goede staat,70,0,0,0,0,0,0,0,0,0,70,70,0,0,1,Eigen net,0,,0,,0,0,0,,,,1,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Zeebrugge-Dorp,278,30511107809,,,Fietsenstalling f2,naast stationsgebouw,0,0,0,,Stad/Gemeente,,NVT,Stad/Gemeente,,Open lucht,,,,,Klinkers,,,Andere,,0,0,Goede staat,0,36,0,0,0,0,0,0,0,0,36,36,0,0,0,,1,"Rondgang 2018: lege fietsenstalling
=> veel te dicht bij overdekte FP,
Wel fietspomp aanwezig, (2019)",0,,0,0,0,,,,1,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Zeebrugge-Dorp,279,30511107809,,,Fietsenstalling f3,naast stationsgebouw,0,0,0,,Stad/Gemeente,,NVT,Stad/Gemeente,,Open lucht,,,,,Klinkers,,,Andere,,0,0,Goede staat,0,22,0,0,0,0,0,0,0,0,22,22,0,0,0,,0,"Rondgang 2018: lege fietsenstalling
rondgeng 2019: lege fietsenstalling

verlichting op stationsgebouw, Enkel voldoende om toegangsweg station te verlichten.",0,,0,0,0,,,,1,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Zeebrugge-Strand,280,30511106645,,,Fietsenstalling f1,Baron De Maerelaan,0,0,0,,Stad/Gemeente,,NVT,Stad/Gemeente,,Open lucht,,,,,Andere,klinkers/kasseien,,Andere,,0,,,0,46,0,0,0,0,0,0,0,0,46,46,0,0,0,Stadsnet,-1,,0,,0,0,0,,,,1,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,
Zele,281,30570050307,,,Fietsenstalling f1,Spoorwegstraat langs perron 1,0,0,0,NVT,NMBS,,Ja,Fietspunt,,Overdekt (luifel),,Volle platen,,,Betonstraatstenen,,,type NMBS,,0,,Goede staat,352,0,4,0,4,0,0,0,0,0,360,356,4,-1,1,,-1,paar oneffenheden in de vloer,3,,0,0,0,,,,,,0,0,0,,0,0,0,0,1,0,,,,,,,
Zele,282,30570050307,,,Fietsenstalling f2,Naast fietspunt,0,0,0,NVT,NMBS,,Nee,Fietspunt,,Open lucht,,,,,Betonstraatstenen,,,Type NMBS,,0,,Goede staat,0,96,0,0,0,0,0,0,0,0,96,96,0,-1,-1,,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Zellik,283,30600009001,,,Fietsenstalling f1,Vliegwezenlaan,0,0,0,NVT,Infrabel,,Nee,Infrabel,,Open lucht,,,,,Klinkers,,,Dubbel verdiep,,0,0,Goede staat,0,20,0,0,0,0,0,0,0,0,20,20,0,0,1,,-1,,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Zellik,284,30600009001,,,Fietsenstalling f2,Relegemstraat begin schuine helling,0,0,0,NVT,Infrabel,,Nee,Infrabel,,Open lucht,,,,,Andere,Aarde,,Wielklemmen laag,,0,0,Goede staat,0,4,0,0,0,0,0,0,0,0,4,4,0,0,1,,-1,Sluikstort nabij fietsenstalling,0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Zingem,285,30860065012,,,Fietsenstalling f1,Groenstraat,0,0,0,NVT,NMBS,,Ja,Stad/Gemeente,,Overdekt (luifel),,Volle platen,,,Klinkers,,,Andere,,1,0,Tussenkomst nodig,165,0,0,0,6,0,0,0,0,0,171,165,6,0,-1,Stadsnet,1,,3,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Zingem,286,30860065012,,,Fietsenstalling f2,Biesstraat,0,0,0,NVT,NMBS,,Ja,B-Parking (NMBS),,Open lucht,,,,,Andere,Aarde,,type NMBS,,0,0,Goede staat,0,30,0,0,0,0,0,0,0,0,30,30,0,0,0,,0,,,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Zottegem,287,30890020416,,,Fietsenstalling f1,Voorkant station (fietspunt),0,0,1,In gebouw,NMBS,,Nee,Fietspunt,,Overdekt (luifel),,Fietsgebouw,,,Betonstraatstenen,,,Type NMBS,,1,0,Goede staat,166,0,0,0,8,0,0,0,0,0,174,166,8,-1,1,,1,geen bluebikes meer,1,,0,0,0,,,,1,,0,0,0,,0,,0,0,0,0,,,,,,,
Zottegem,288,30890020416,,,Fietsenstalling f2,Broeder Mareslaan,0,0,0,NVT,NMBS,,Ja,Fietspunt,,Andere,overdekt(luifel) en openlucht,Volle platen,,,Klinkers,,,Type NMBS,,1,0,Goede staat,360,66,0,0,12,0,0,0,0,0,438,426,12,0,1,Stadsnet,1,"De verlichting word gevoed door Eandis, maar in het verleden heeft de nmbs wel de overkapping veranderd, hierdoor is veel discussie. Er is niet onmiddellijk een mogelijkheid om het op ons net aan te sluiten.",0,,0,0,0,,,,,,0,0,0,,0,0,0,0,0,0,,,,,,,
Anderlecht-ceria ,289,10503004001,,,Emplacement vélos f1,Naast Stationsgebouw aan ingang naar perron 1,0,,0,,NMBS,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Beersel ,290,10260022004,,,Fietsenstalling f1,Beerselsestraat,,,0,,Infrabel,,,Stad/Gemeente,,Overdekt (luifel),,Standaardtype 1 (boog),,,Klinkers,,,Andere,Metalen Beugel,0,0,Goede staat,12,0,0,0,0,0,0,0,0,0,12,12,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,1,,0,,,,
Sint-Agatha-Berchem,291,10500008013,,,Fietsenstalling f1,Naast Stationsgebouw,,,0,,NMBS,,,Stad/Gemeente,,Openlucht,,Nee,,,Klinkers,,,Andere,Metalen Beugel,0,0,Goede staat,0,16,0,0,0,0,0,0,0,0,16,16,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Bockstael ,292,10500003004,,,Fietsenstalling f1,Leopold I Laan,,,0,,Stad/Gemeente,,,Stad/Gemeente,,Openlucht,,Nee,,,Betonstraatstenen,,,Andere,,0,0,Goede staat,0,3,0,0,0,0,0,0,0,0,3,3,0,,-1,Stadsnet,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Boondaal,293,10260014010,,,Fietsenstalling f1,Woudlaan,,,0,,Infrabel,,,Stad/Gemeente,,Openlucht,,Nee,,,Klinkers,,,Andere,Metalen Beugels,0,0,Goede staat,0,10,0,0,0,0,0,0,0,0,10,10,0,,-1,,,,,,,,,,,,0,,,,,,,0,,,0,,1,,0,,,,
Bordet ,294,10260005005,,,Fietsenstalling f1,Houtweg N294 (Ingang naar Perron 2),,,0,,Stad/Gemeente,,,Stad/Gemeente,,Overdekt (luifel),,Standaardtype 1 (boog),,,Klinkers,,,Andere,Metalen Beugels,0,0,Goede staat,6,0,0,0,0,0,0,0,0,0,6,6,0,,-1,,,,,,,,,,,,,,,,,,,0,,,0,,0,,0,,,,
Bosvoorde,295,11610012008,,,Fietsenstalling f1,Terhulpsesteenweg (Ingang Parking),,,0,,NMBS,,,Stad/Gemeente,,Openlucht,,Nee,,,Andere,Kasseien,,Andere,Metalen Beugel,0,0,Goede staat,0,4,0,0,0,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,0,,0,,,,
Brussel-Centraal,296,10010002005,,,Madeleine f1,Madeleine,-1,-1,,,NMBS,,Oui,Derde,Fietspunt,Lokaal in gebouw,,Stationsgebouw,,,Beton,,,Type SNCB,,0,,Bon état,196,0,0,0,0,0,0,0,0,0,196,196,0,-1,-1,Eigen net,,182+14 Bluebikes,,,,,,,,,,,,,,,,,,,,,,,,,,,
